School ID,School Short Name,School Name,Street Address_x,City_x,State_x,ZIP,Website_x,Managed By Network,Geographic Network,School Track,Overall Rating,On Probation,Years on Probation,Growth Overall Level,Growth EXPLORE,Growth PLAN,Growth ACT,Growth All Grades,Student Performance Level,Over Time EXPLORE 2010,Over Time PLAN 2011,Over Time ACT 2012,Average Score EXPLORE 2012,Average Score PLAN 2012,Average Score ACT 2012,5-Year Cohort Graduation Rate 2011 - Percent,5-Year Cohort Graduation Rate 2012 - Percent,One-Year Dropout Rate 2011 - Percent,One-Year Dropout Rate 2012 - Percent,Freshman On-Track to Graduate 2011 - Percent,Freshman On-Track to Graduate 2012 - Percent,College Eligibility 2011 - Percent,College Eligibility 2012 - Percent,College Enrollment 2011 - Percent,College Enrollment 2012 - Percent,College Retention 2009 - Percent,College Retention 2010 - Percent,Overall Foundation,Involved Families,Supportive Environment_x,Ambitious Instruction_x,Effective Leaders_x,Collaborative Teachers_x,Safety,Misconducts Resulting in Suspensions 2011 - Percent,Misconducts Resulting in Suspensions 2012 - Percent,Average Days of Suspension 2011,Average Days of Suspension 2012,Student Attendance 2011 - Percent,Student Attendance 2012 - Percent,Teacher Attendance 2011 - Percent,Teacher Attendance 2012 - Percent,Healthy School Certified,Blue Ribbon Award_x,Blue Ribbon Award Year,X Coordinate_x,Y Coordinate_x,Longitude_x,Latitude_x,Location_x,Name of School,Street Address_y,City_y,State_y,ZIP Code,Phone Number,Website_y,Blue Ribbon Award_y,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment_y,Ambitious Instruction_y,Effective Leaders_y,Collaborative Teachers_y,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth All Grades,NWEA Math Growth Grade 3,NWEA Math Growth Grade 4,NWEA Math Growth Grade 5,NWEA Math Growth Grade 6,NWEA Math Growth Grade 7,NWEA Math Growth Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,EPAS Growth Percentile,EXPLORE Growth Percentile Grade 9,Plan Growth Percentile Grade 10,ACT Growth Percentile Grade 11,EPAS Attainment Percentile,EXPLORE Attainment Percentile Grade 9,PLAN Attainment Percentile Grade 10,Grade ACT Attainment Percentile Grade 11,EXPLORE Spring 2013 Average Grade 9,EXPLORE Spring 2013 Average Grade 10,EXPLORE Fall 2011 Average Grade 9,PLAN Fall 2012 Average Grade 10,ACT Spring 2013 Average Grade 11,Freshmen-on-Track Rate Percentage 2013,Freshmen-on-Track Rate Percentage 2012,4-Year Graduation Rate Percentage 2013,4-Year Graduation Rate Percentage 2012,5-Year Graduation Rate Percentage 2013,5-Year Graduation Rate Percentage 2012,College Enrollment Rate Percentage 2013,College Enrollment Rate Percentage 2012,College Persistence Rate Percentage 2013,College Persistence Rate Percentage 2012,Suspensions Per 100 2013,Suspensions Per 100 2012,Percentage of Misconducts Resulting in Suspension 2013,Percentage of Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspensions 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Gr3-8 On-Track Percentage 2013,One-Year DropOut Rate Percentage 2013,One-Year DropOut Rate Percentage 2012,X Coordinate_y,Y Coordinate_y,Longitude_y,Latitude_y,Location_y
609753,Chgo Agr HS,Chicago High School for Agricultural Sciences,3857 W 111th St,Chicago,IL,60655,http://www.chicagoagr.org,Far South Side High School Network,Far South Side High School Network,Track E,Level 1,No,0,Average,50.4,58.9,,54.2,Average,16.25,17.59,20.2,16.41,17.6,20.2,70.7,71.9,5.3,2.1,88.1,83.2,30.7,49.5,79.6,76.1,89.4,84.1,Organized,Strong,Neutral,Neutral,Strong,Neutral,Very Strong,66.9,70.9,2.5,2.5,92.8,93.8,95.2,94.6,No,,,1152383.425,1830663.647,-87.71773863,41.69119388,"(-87.71773863, 41.69119388)",Chicago High School for Agricultural Sciences,3857 W 111th St,Chicago,IL,60655,(773) 535-2500,http://www.chicagoagr.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,81.7,89.1,VERY STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,88.0,3.0,27.0,62.0,69.0,56.0,60.0,18.0,17.9,16.7,17.6,20.4,85.4,83.2,73.6,70.8,76.1,71.9,75.9,75.6,75.8,83.7,39.4,22.6,66.8,70.9,2.3,2.5,93.0,93.8,93.9,94.6,,1.3,2.1,1152383.425,1830663.647,41.69119388,-87.71773863,"(-87.71773863, 41.69119388)"
609698,Bogan HS,William J Bogan High School,3939 W 79th St,Chicago,IL,60652,http://www.boganhs.org,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 2,Yes,9,Average,55.2,57.4,59.4,57.4,Far Below Average,13.44,14.28,15.7,13.3,14.12,15.7,52.5,56.0,12.6,0.3,67.1,74.9,13.1,11.5,50.0,53.9,61.7,63.0,Not Yet Organized,Weak,Weak,Weak,Very Weak,Very Weak,Weak,61.3,24.2,4.5,4.6,75.2,80.3,94.3,93.8,No,,,1151315.548,1851847.859,-87.72109673,41.74934817,"(-87.72109673, 41.74934817)",William J Bogan High School,3939 W 79th St,Chicago,IL,60652,(773) 535-2180,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,69.2,74.2,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,0.0,42.0,11.0,9.0,14.0,11.0,13.4,14.4,13.4,14.1,15.3,83.0,74.9,65.9,58.3,65.1,56.0,53.1,52.9,61.9,62.9,42.6,41.9,20.3,24.2,3.1,4.6,84.0,80.3,94.2,93.8,,0.7,0.3,1151315.548,1851847.859,41.74934817,-87.72109673,"(-87.72109673, 41.74934817)"
609709,Gage Park HS,Gage Park High School,5630 S Rockwell St,Chicago,IL,60629,http://www.gageparkhs.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 2,Yes,17,Average,57.9,46.6,52.5,52.6,Far Below Average,12.75,13.75,15.0,12.71,14.05,15.0,52.8,49.6,6.4,10.6,46.0,73.9,7.9,5.1,40.3,42.0,59.6,59.9,Not Yet Organized,Neutral,Weak,Neutral,Weak,Weak,Weak,52.0,67.7,2.9,2.9,72.5,75.1,94.0,93.1,No,,,1159962.875,1867094.347,-87.68899064,41.79101352,"(-87.68899064, 41.79101352)",Gage Park High School,5630 S Rockwell St,Chicago,IL,60629,(773) 535-9230,http://www.gageparkhs.org/,,LEVEL 3,ON PROBATION,18.0,NOT YET ORGANIZED,61.9,74.6,VERY WEAK,WEAK,NEUTRAL,VERY WEAK,VERY WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,41.0,3.0,58.0,9.0,8.0,9.0,10.0,13.1,13.8,12.3,14.0,15.0,83.5,73.9,43.4,41.8,48.7,49.6,33.9,41.2,49.5,59.0,81.6,42.0,61.8,67.7,2.7,2.9,76.9,75.1,93.9,93.1,,3.5,10.6,1159962.875,1867094.347,41.79101352,-87.68899064,"(-87.68899064, 41.79101352)"
609739,Washington HS,George Washington High School,3535 E 114th St,Chicago,IL,60617,http://www.gwashingtonhs.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 2,No,0,Below Average,41.0,51.2,53.1,48.3,Below Average,13.69,14.16,16.2,13.69,14.73,16.2,71.6,71.3,0.8,5.1,78.6,82.4,14.0,18.7,50.9,34.6,70.2,61.6,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,86.3,97.8,2.4,2.0,80.2,80.5,95.1,95.0,No,,,1201607.873,1829942.879,-87.5375501,41.6881094,"(-87.5375501, 41.6881094)",George Washington High School,3535 E 114th St,Chicago,IL,60617,(773) 535-5725,http://www.washingtonhs.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,80.3,87.6,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,17.0,3.0,34.0,19.0,20.0,18.0,18.0,14.5,14.9,13.5,14.7,16.3,79.9,82.4,68.8,70.8,75.1,71.3,42.0,35.4,64.5,62.0,68.3,56.1,96.3,97.8,1.9,2.0,85.2,80.5,95.6,95.0,,6.4,5.1,1201607.873,1829942.879,41.6881094,-87.5375501,"(-87.5375501, 41.6881094)"
609760,Carver Military,George Washington Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60627,http://www.carvermilitary.org,Far South Side High School Network,Far South Side High School Network,Standard,Level 1,No,0,Average,40.0,59.3,58.0,52.4,Below Average,14.5,14.98,16.9,15.09,15.38,16.9,78.7,85.3,0.2,0.4,79.5,86.3,21.2,16.5,60.5,49.1,65.8,75.5,Well-organized,Strong,Neutral,Neutral,Strong,Strong,Strong,66.1,89.7,5.1,4.9,91.6,91.4,96.4,96.0,No,,,1187202.39,1818214.083,-87.5906566,41.65627709,"(-87.5906566, 41.65627709)",George Washington Carver Military Academy HS,13100 S Doty Ave,Chicago,IL,60627,(773) 535-5250,http://www.carvermilitary.org/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,82.3,74.2,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,92.0,39.0,11.0,29.0,41.0,35.0,18.0,16.3,16.5,14.3,15.4,16.4,89.2,86.3,92.9,81.4,84.7,85.3,46.7,46.9,77.6,75.4,22.0,5.0,32.6,89.7,2.7,4.9,92.2,91.4,95.4,96.0,,0.9,0.4,1187202.39,1818214.083,41.65627709,-87.5906566,"(-87.5906566, 41.65627709)"
610391,Lindblom HS,Robert Lindblom Math & Science Academy HS,6130 S Wolcott Ave,Chicago,IL,60636,http://www.lindblomeagles.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 1,No,0,Average,52.5,51.1,59.1,53.6,Above Average,18.03,19.27,22.1,18.24,19.58,22.1,68.9,78.9,2.3,4.1,83.3,84.5,29.1,41.2,85.9,84.3,91.5,81.0,Well-organized,Strong,Strong,Very Strong,Strong,Strong,Strong,63.5,92.7,4.1,4.7,92.7,93.9,95.9,96.3,Pending,,,1164703.614,1863861.294,-87.67169858,41.7820428,"(-87.67169858, 41.7820428)",Robert Lindblom Math & Science Academy HS,6130 S Wolcott Ave,Chicago,IL,60636,(773) 535-9300,http://www.lmsa.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,66.7,88.4,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,EXCELLING,56.0,,,,,75.0,14.0,10.0,,,,,1.0,91.0,98.0,,,,,,98.0,93.0,98.0,,,,,,92.0,99.0,70.0,88.0,39.0,50.0,86.0,90.0,79.0,87.0,19.9,19.7,18.5,19.6,23.4,96.6,84.5,72.9,71.9,79.8,78.9,84.3,84.0,88.6,81.0,4.8,4.0,87.5,92.7,4.4,4.7,93.3,94.1,96.0,96.3,69.5,1.0,4.1,1164703.614,1863861.294,41.7820428,-87.67169858,"(-87.67169858, 41.7820428)"
609720,Lane HS,Albert G Lane Technical High School,2501 W Addison St,Chicago,IL,60618,http://www.lanetech.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Above Average,58.2,60.9,65.8,61.4,Above Average,19.2,20.16,23.9,19.49,21.09,23.9,92.2,90.9,1.3,1.2,90.7,95.1,67.9,71.1,79.8,80.6,88.5,87.0,Well-organized,Strong,Strong,Strong,Neutral,Neutral,Very Strong,73.7,44.0,5.7,4.8,96.3,96.4,96.2,96.3,Pending,Yes,2012.0,1158975.392,1923791.705,-87.69105603,41.94661693,"(-87.69105603, 41.94661693)",Albert G Lane Technical High School,2501 W Addison St,Chicago,IL,60618,(773) 534-5400,http://www.lanetech.org/,2012.0,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,84.2,76.3,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,99.0,,,,,99.0,86.0,99.0,,,,,98.0,98.0,99.0,,,,,,99.0,99.0,99.0,,,,,,99.0,99.0,67.0,83.0,39.0,66.0,93.0,95.0,91.0,93.0,20.8,21.2,19.5,21.1,24.8,92.5,95.1,91.1,89.7,92.9,90.9,81.5,80.2,85.7,87.7,1.7,2.5,65.8,44.0,3.8,4.8,94.4,96.4,95.6,96.3,79.5,1.0,1.2,1158975.392,1923791.705,41.94661693,-87.69105603,"(-87.69105603, 41.94661693)"
610502,Marine Military HS,Marine Military Math and Science Academy,145 S Campbell Ave,Chicago,IL,60612,http://www.marinemilitary.org,West Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,49.5,57.3,63.4,56.2,Below Average,13.97,15.25,17.5,14.77,15.67,17.5,,78.2,4.8,0.8,86.3,89.9,37.7,34.2,,58.4,,,Partially Organized,Neutral,Neutral,Neutral,Neutral,Weak,Weak,13.0,37.3,3.3,2.2,91.3,91.5,95.3,95.2,No,,,1159815.389,1899102.492,-87.68865058,41.87885054,"(-87.68865058, 41.87885054)",Marine Military Math and Science Academy,145 S Campbell Ave,Chicago,IL,60612,(773) 534-7818,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,96.2,100.0,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,97.0,3.0,92.0,33.0,38.0,28.0,32.0,16.1,15.9,14.9,15.7,17.9,95.1,89.9,66.0,73.9,76.5,78.2,55.8,58.4,72.9,,34.5,34.5,13.1,37.3,2.9,2.2,92.1,91.5,94.7,95.2,,0.0,0.8,1159815.389,1899102.492,41.87885054,-87.68865058,"(-87.68865058, 41.87885054)"
609768,Hope HS,Hope College Preparatory High School,5515 S Lowe Ave,Chicago,IL,60621,http://jhcp.cps.k12.il.us,Southwest Side High School Network,Southwest Side High School Network,Standard,Level 3,Yes,5,Average,63.4,54.7,54.4,57.3,Far Below Average,12.3,13.51,14.9,12.49,14.33,14.9,55.2,57.7,6.1,8.5,63.6,68.5,16.7,12.4,58.2,62.1,59.2,65.4,Moderately Organized,Neutral,Weak,Neutral,Strong,Neutral,Weak,52.1,43.1,3.8,3.5,72.2,76.6,94.3,94.7,No,,,1172948.54,1868120.666,-87.64134488,41.79355292,"(-87.64134488, 41.79355292)",Hope College Preparatory High School,5515 S Lowe Ave,Chicago,IL,60621,(773) 535-3160,http://www.cps.edu,,LEVEL 3,ON PROBATION,6.0,NOT YET ORGANIZED,71.1,88.9,WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,92.0,20.0,21.0,8.0,10.0,10.0,7.0,13.7,14.0,13.1,14.3,14.6,74.0,68.5,62.9,55.3,62.3,57.7,73.6,61.9,62.4,66.7,62.3,54.2,16.7,43.1,2.6,3.5,80.0,76.6,93.7,94.7,,3.7,8.5,1172948.54,1868120.666,41.79355292,-87.64134488,"(-87.64134488, 41.79355292)"
610529,Ogden HS,Ogden International High School,1250 W Erie St,Chicago,IL,60622,http://www.ogdenschool.org,North-Northwest Side High School Network,West Side High School Network,Standard,Level 2,No,0,Average,59.6,58.1,,59.0,Below Average,14.41,15.95,18.1,14.98,16.13,18.1,,,6.8,5.3,93.3,91.7,,,,,,,Organized,Not Enough Data,Neutral,Strong,Not Enough Data,Not Enough Data,Strong,39.4,50.8,2.4,2.5,94.2,92.0,,,No,,,1167748.1,1904529.595,-87.65936676,41.8935757,"(-87.65936676, 41.8935757)",Ogden International High School,1250 W Erie St,Chicago,IL,60622,(773) 534-0866,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,72.1,54.6,STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,41.0,1.0,58.0,41.0,62.0,36.0,30.0,17.4,16.4,14.7,16.1,17.8,96.7,91.7,65.0,,,,,,,,17.4,24.4,43.0,50.8,2.2,2.5,91.4,92.0,,,,3.3,5.3,1167748.1,1904529.595,41.8935757,-87.65936676,"(-87.65936676, 41.8935757)"
400022,Chgo Arts Contr HS,Chicago High School for the Arts,521 E 35th St,Chicago,IL,60616,http://www.chiarts.org,Charter/Contract Schools,South Side High School Network,Nonstandard,Level 1,No,0,Far Above Average,,,67.1,66.7,Below Average,16.15,16.76,19.7,16.49,17.17,19.7,,,2.6,2.9,,,,,,,,,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,Not Enough Data,22.2,77.1,3.1,3.6,96.5,96.1,,,No,,,1180388.648,1881861.054,-87.61364086,41.83109008,"(-87.61364086, 41.83109008)",Chicago High School for the Arts,521 E 35th St,Chicago,IL,60616,(773) 534-9710,http://www.chiarts.org/site/,,LEVEL 2,NOT ON PROBATION,,NOT ENOUGH DATA,0.7,0.0,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,59.0,39.0,27.0,54.0,49.0,60.0,54.0,16.7,18.2,16.6,17.2,19.9,,,81.9,,,,,,,,17.0,8.8,73.5,77.1,2.1,3.6,94.5,96.1,,,,1.7,2.9,1180388.648,1881861.054,41.83109008,-87.61364086,"(-87.61364086, 41.83109008)"
610384,Infinity HS,Infinity Math Science and Technology High School,3120 S Kostner Ave,Chicago,IL,60623,http://www.lvlhs.org,West Side High School Network,West Side High School Network,Track E,Level 1,No,0,Far Above Average,84.3,78.6,52.9,73.0,Below Average,14.09,15.39,17.4,15.15,16.73,17.4,84.4,81.2,0.3,0.8,98.1,99.1,29.0,22.7,55.7,62.7,87.0,66.7,Well-organized,Strong,Strong,Strong,Very Strong,Strong,Strong,78.4,82.8,5.3,4.8,92.2,93.5,96.0,95.6,No,,,1147521.302,1883405.128,-87.73419465,41.83601953,"(-87.73419465, 41.83601953)",Infinity Math Science and Technology High School,3120 S Kostner Ave,Chicago,IL,60623,(773) 535-4225,http://www.lvlhs.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,98.5,96.6,STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,STRONG,NOT CERTIFIED,DEVELOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,92.0,20.0,8.0,40.0,47.0,42.0,35.0,16.5,16.9,15.2,16.7,18.2,97.3,99.1,84.7,83.3,83.3,81.2,53.0,61.4,53.3,68.3,5.4,6.3,91.7,82.8,3.6,4.8,93.6,93.5,95.9,95.6,,0.5,0.8,1147521.302,1883405.128,41.83601953,-87.73419465,"(-87.73419465, 41.83601953)"
609679,Prosser HS,Charles Allen Prosser Career Academy High School,2148 N Long Ave,Chicago,IL,60639,http://www.prosseracademy.org,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 2,No,0,Average,53.6,60.5,62.7,58.7,Below Average,15.47,16.26,17.9,15.61,16.05,17.9,78.7,82.6,3.5,3.9,79.4,79.7,27.7,31.3,58.0,57.0,68.8,69.1,Organized,Neutral,Neutral,Strong,Neutral,Neutral,Neutral,74.0,46.4,4.9,3.1,86.0,85.3,94.4,94.9,No,,,1139989.443,1913970.649,-87.76108432,41.92003613,"(-87.76108432, 41.92003613)",Charles Allen Prosser Career Academy High School,2148 N Long Ave,Chicago,IL,60639,(773) 534-3200,http://www.prosseracademy.org/,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,43.7,70.3,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,WEAK,NEUTRAL,WEAK,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,50.0,13.0,58.0,38.0,36.0,40.0,36.0,15.8,16.7,15.1,16.1,18.3,88.2,79.7,83.9,79.1,83.6,82.6,61.8,56.1,69.1,68.8,21.4,24.0,34.8,46.4,2.7,3.1,88.8,85.3,94.5,94.9,,0.3,3.9,1139989.443,1913970.649,41.92003613,-87.76108432,"(-87.76108432, 41.92003613)"
609764,Juarez HS,Benito Juarez Community Academy High School,2150 S Laflin St,Chicago,IL,60608,http://www.benitojuarez.net,West Side High School Network,West Side High School Network,Standard,Level 2,Yes,10,Average,61.4,53.3,,57.8,Below Average,13.5,14.77,16.4,13.98,15.33,16.4,56.2,68.8,7.2,5.5,71.1,84.0,14.8,17.6,48.8,47.2,69.9,70.4,Moderately Organized,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,86.6,62.4,3.8,4.2,83.7,87.2,95.8,96.0,Pending,,,1166665.696,1889615.348,-87.66376931,41.85267306,"(-87.66376931, 41.85267306)",Benito Juarez Community Academy High School,2150 S Laflin St,Chicago,IL,60608,(773) 534-7030,http://www.juarez.cps.k12.il.us/,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,90.2,94.0,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,76.0,20.0,73.0,23.0,26.0,25.0,19.0,15.0,15.6,14.1,15.3,16.3,88.2,84.0,71.6,59.5,69.3,68.8,41.0,44.7,61.5,70.8,22.7,22.9,90.4,62.4,3.0,4.2,89.2,87.2,95.4,96.0,,4.5,5.5,1166665.696,1889615.348,41.85267306,-87.66376931,"(-87.66376931, 41.85267306)"
610506,Team HS,TEAM Englewood Community Academy High School,6201 S Stewart Ave,Chicago,IL,60621,http://www.teamenglewood.org,Southwest Side High School Network,Southwest Side High School Network,Track E,Level 3,Yes,3,Average,76.6,44.3,52.3,58.7,Far Below Average,12.04,13.3,14.5,12.81,13.79,14.5,,73.9,3.0,1.7,77.4,83.9,7.9,3.6,,57.9,,,Organized,Neutral,Neutral,Neutral,Strong,Strong,Weak,48.0,87.0,2.7,2.6,87.3,85.6,96.5,96.1,No,,,1174730.35,1863740.125,-87.63494163,41.7814927,"(-87.63494163, 41.7814927)",TEAM Englewood Community Academy High School,6201 S Stewart Ave,Chicago,IL,60621,(773) 535-3530,http://www.cps.edu,,LEVEL 3,ON PROBATION,4.0,MODERATELY ORGANIZED,58.8,66.7,WEAK,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,76.0,8.0,8.0,8.0,10.0,9.0,7.0,13.8,13.9,12.4,13.8,14.6,76.2,83.9,19.2,76.7,81.8,73.9,53.6,58.4,47.2,,34.3,77.0,76.5,87.0,3.0,2.6,85.7,85.6,95.2,96.1,,5.9,1.7,1174730.35,1863740.125,41.7814927,-87.63494163,"(-87.63494163, 41.7814927)"
609719,Lake View HS,Lake View High School,4015 N Ashland Ave,Chicago,IL,60613,http://www.lakeviewhs.com,North-Northwest Side High School Network,North-Northwest Side High School Network,Standard,Level 1,No,0,Average,53.5,56.1,,54.9,Below Average,15.34,16.94,18.6,15.89,16.95,18.6,81.4,83.2,1.4,1.8,87.3,92.0,36.6,39.3,62.8,66.1,73.0,68.3,Partially Organized,Neutral,Neutral,Neutral,Weak,Weak,Strong,80.3,77.3,3.1,2.3,87.7,88.7,96.2,96.2,Pending,,,1164975.217,1926813.581,-87.66891643,41.95478361,"(-87.66891643, 41.95478361)",Lake View High School,4015 N Ashland Ave,Chicago,IL,60613,(773) 534-5440,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,68.7,54.5,WEAK,NEUTRAL,NEUTRAL,WEAK,VERY WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,68.0,29.0,42.0,38.0,36.0,46.0,34.0,15.8,17.3,15.9,16.9,18.1,84.0,92.0,86.0,80.4,85.8,83.2,66.3,65.8,71.2,69.5,25.0,24.3,86.6,77.3,2.7,2.3,88.3,88.7,95.9,96.2,,2.3,1.8,1164975.217,1926813.581,41.95478361,-87.66891643,"(-87.66891643, 41.95478361)"
